month,product_group_id,product_group_name,market_revenue,revenue_amazon
2024-04-01,8,Integrated Stovetops,1624601728.0,129877080.0
2024-05-01,8,Integrated Stovetops,1686526720.0,137596672.0
2024-06-01,8,Integrated Stovetops,1243059328.0,132796208.0
2024-07-01,8,Integrated Stovetops,1541407104.0,137869216.0
2024-08-01,8,Integrated Stovetops,1526948352.0,141326832.0
2024-09-01,8,Integrated Stovetops,1569743872.0,138672240.0
2024-10-01,8,Integrated Stovetops,1560286464.0,135567296.0
2024-11-01,8,Integrated Stovetops,1445671936.0,134805216.0
2024-12-01,8,Integrated Stovetops,1450733312.0,135114432.0
2024-01-01,9,Cooking Appliances,1602148224.0,138720384.0
2024-02-01,9,Cooking Appliances,1695252864.0,161938576.0
2024-03-01,9,Cooking Appliances,1464599808.0,176310528.0
2024-04-01,9,Cooking Appliances,1633981824.0,149180496.0
2024-05-01,9,Cooking Appliances,1706453120.0,157147360.0
2024-06-01,9,Cooking Appliances,1666900224.0,157204528.0
2024-07-01,9,Cooking Appliances,1799028224.0,162916144.0
2024-08-01,9,Cooking Appliances,1569865344.0,174329648.0
2024-09-01,9,Cooking Appliances,1453587968.0,184627568.0
2024-10-01,9,Cooking Appliances,1596965376.0,176829344.0
2024-11-01,9,Cooking Appliances,1590936832.0,168372176.0
2024-12-01,9,Cooking Appliances,1606915712.0,171626416.0
2024-01-01,10,Baking Ovens,1507375104.0,117808512.0
2024-02-01,10,Baking Ovens,1511777152.0,120214208.0
2024-03-01,10,Baking Ovens,1390948224.0,118018696.0
2024-04-01,10,Baking Ovens,1580250496.0,106729624.0
2024-05-01,10,Baking Ovens,1350321152.0,115616096.0
2024-06-01,10,Baking Ovens,1172726656.0,105868208.0
2024-07-01,10,Baking Ovens,1318036992.0,126766056.0
2024-08-01,10,Baking Ovens,1584628096.0,120505640.0
2024-09-01,10,Baking Ovens,1521867136.0,142584000.0
2024-10-01,10,Baking Ovens,1283605248.0,139515552.0
2024-11-01,10,Baking Ovens,1620743552.0,132561280.0
2024-12-01,10,Baking Ovens,1249321600.0,145047904.0
2024-01-01,11,Climate Control Units,1000000000.0,147009312.0
2024-02-01,11,Climate Control Units,1000000000.0,149827744.0
2024-03-01,11,Climate Control Units,1000000000.0,140650784.0
2024-04-01,11,Climate Control Units,1000000000.0,150767184.0
2024-05-01,11,Climate Control Units,1000000000.0,138349792.0
2024-06-01,11,Climate Control Units,1000000000.0,152549792.0
2024-07-01,11,Climate Control Units,1000000000.0,141873216.0
2024-08-01,11,Climate Control Units,1000000000.0,151270320.0
2024-09-01,11,Climate Control Units,1000000000.0,140745856.0
2024-10-01,11,Climate Control Units,1000000000.0,148093648.0
2024-11-01,11,Climate Control Units,1000000000.0,133906480.0
2024-12-01,11,Climate Control Units,1000000000.0,153494976.0
2024-01-01,13,Digital Tablets,3328657920.0,461894816.0
2024-02-01,13,Digital Tablets,3418916864.0,455266272.0
2024-03-01,13,Digital Tablets,3544712704.0,442764224.0
2024-04-01,13,Digital Tablets,3129283840.0,386425024.0
2024-05-01,13,Digital Tablets,3451327488.0,435095520.0
2024-06-01,13,Digital Tablets,2723365632.0,379021760.0
2024-07-01,13,Digital Tablets,2440401920.0,359228160.0
2024-08-01,13,Digital Tablets,2493603840.0,347897024.0
2024-09-01,13,Digital Tablets,3119405056.0,431518048.0
2024-10-01,13,Digital Tablets,3004120832.0,453587424.0
2024-11-01,13,Digital Tablets,3218328576.0,456802912.0
2024-12-01,13,Digital Tablets,2943149568.0,400330176.0
2024-01-01,14,Display Screens,1527063552.0,626494784.0
2024-02-01,14,Display Screens,1349297280.0,621435584.0
2024-03-01,14,Display Screens,1382578816.0,570288256.0
2024-04-01,14,Display Screens,1481838720.0,515644512.0
2024-05-01,14,Display Screens,1582220416.0,515006112.0
2024-06-01,14,Display Screens,1567963008.0,593500544.0
2024-07-01,14,Display Screens,1692629120.0,622621504.0
2024-08-01,14,Display Screens,1652351616.0,478833728.0
2024-09-01,14,Display Screens,1506395520.0,473440736.0
2024-10-01,14,Display Screens,1403345792.0,528485568.0
2024-11-01,14,Display Screens,1368682880.0,495005248.0
2024-12-01,14,Display Screens,1402574080.0,538604160.0
2024-01-01,15,Mobile Phones & Refurbished Devices,39763533824.0,2247399168.0
2024-02-01,15,Mobile Phones & Refurbished Devices,43022131200.0,2270603520.0
2024-03-01,15,Mobile Phones & Refurbished Devices,35889459200.0,1983573120.0
2024-04-01,15,Mobile Phones & Refurbished Devices,44818714624.0,2085716736.0
2024-05-01,15,Mobile Phones & Refurbished Devices,36049813504.0,1800895872.0
2024-06-01,15,Mobile Phones & Refurbished Devices,35859755008.0,2220739072.0
2024-07-01,15,Mobile Phones & Refurbished Devices,37019688960.0,2483277824.0
2024-08-01,15,Mobile Phones & Refurbished Devices,45165785088.0,2370708224.0
2024-09-01,15,Mobile Phones & Refurbished Devices,39642923008.0,2255833600.0
2024-10-01,15,Mobile Phones & Refurbished Devices,44189126656.0,2280668928.0
2024-11-01,15,Mobile Phones & Refurbished Devices,37394784256.0,2047544960.0
2024-12-01,15,Mobile Phones & Refurbished Devices,38356897792.0,2312095488.0
2024-01-01,16,Flat-Screen TVs,9701001216.0,747094784.0
2024-02-01,16,Flat-Screen TVs,11729409024.0,997742912.0
2024-03-01,16,Flat-Screen TVs,11796333568.0,1073795456.0
2024-04-01,16,Flat-Screen TVs,10056622080.0,1011507136.0
2024-05-01,16,Flat-Screen TVs,10905858048.0,868853696.0
2024-06-01,16,Flat-Screen TVs,9186110464.0,685991616.0
2024-07-01,16,Flat-Screen TVs,9264823296.0,856019520.0
2024-08-01,16,Flat-Screen TVs,10587133952.0,1126087936.0
2024-09-01,16,Flat-Screen TVs,12069900288.0,1083884544.0
2024-10-01,16,Flat-Screen TVs,10522776576.0,1003387264.0
2024-11-01,16,Flat-Screen TVs,10292092928.0,1066940608.0
2024-12-01,16,Flat-Screen TVs,9671998464.0,848214720.0
2024-01-01,17,Floor Cleaning Devices,4179025920.0,747527232.0
2024-02-01,17,Floor Cleaning Devices,4074299136.0,757969152.0
2024-03-01,17,Floor Cleaning Devices,4717729280.0,766955584.0
2024-04-01,17,Floor Cleaning Devices,4790731776.0,781368256.0
2024-05-01,17,Floor Cleaning Devices,4898828288.0,827683840.0
2024-06-01,17,Floor Cleaning Devices,4994983424.0,811597056.0
2024-07-01,17,Floor Cleaning Devices,4916660224.0,841407936.0
2024-08-01,17,Floor Cleaning Devices,4761778176.0,751250048.0
2024-09-01,17,Floor Cleaning Devices,4423572480.0,757233856.0
2024-10-01,17,Floor Cleaning Devices,4529954816.0,749221952.0
2024-11-01,17,Floor Cleaning Devices,5018903040.0,760211712.0
2024-12-01,17,Floor Cleaning Devices,4398333440.0,759194688.0
2024-01-01,18,Fabric Care Appliances,1601746048.0,242969344.0
2024-02-01,18,Fabric Care Appliances,1463805184.0,164315104.0
2024-03-01,18,Fabric Care Appliances,1389898624.0,221245728.0
2024-04-01,18,Fabric Care Appliances,1517772416.0,193497792.0
2024-05-01,18,Fabric Care Appliances,1441888512.0,198419264.0
2024-06-01,18,Fabric Care Appliances,1650533120.0,231926816.0
2024-07-01,18,Fabric Care Appliances,1303273856.0,218401136.0
2024-08-01,18,Fabric Care Appliances,1402536192.0,233758000.0
2024-09-01,18,Fabric Care Appliances,1525549952.0,238365120.0
2024-10-01,18,Fabric Care Appliances,1349592320.0,236059504.0
2024-11-01,18,Fabric Care Appliances,1661513216.0,277406080.0
2024-12-01,18,Fabric Care Appliances,1476619776.0,273934272.0
2024-01-01,19,Electric Cookware,1000000000.0,147590656.0
2024-02-01,19,Electric Cookware,1000000000.0,154061184.0
2024-03-01,19,Electric Cookware,1000000000.0,133257440.0
2024-04-01,19,Electric Cookware,1000000000.0,152297792.0
2024-05-01,19,Electric Cookware,1000000000.0,153791264.0
2024-06-01,19,Electric Cookware,1000000000.0,133171832.0
2024-07-01,19,Electric Cookware,1000000000.0,147653696.0
2024-08-01,19,Electric Cookware,1000000000.0,148926208.0
2024-09-01,19,Electric Cookware,1000000000.0,146855424.0
2024-10-01,19,Electric Cookware,1000000000.0,149283872.0
2024-11-01,19,Electric Cookware,1000000000.0,148973472.0
2024-12-01,19,Electric Cookware,1000000000.0,131286720.0
2024-01-01,21,Smart Wearables,2460314624.0,213634928.0
2024-02-01,21,Smart Wearables,2590644736.0,240221504.0
2024-03-01,21,Smart Wearables,2567565568.0,211075632.0
2024-04-01,21,Smart Wearables,2587336960.0,183426992.0
2024-05-01,21,Smart Wearables,2451545344.0,230870864.0
2024-06-01,21,Smart Wearables,2378858752.0,215963456.0
2024-07-01,21,Smart Wearables,2447961344.0,183266720.0
2024-08-01,21,Smart Wearables,2354852608.0,167701568.0
2024-09-01,21,Smart Wearables,2307116032.0,189736544.0
2024-10-01,21,Smart Wearables,2617755392.0,211304256.0
2024-11-01,21,Smart Wearables,2380752384.0,186365744.0
2024-12-01,21,Smart Wearables,2324143616.0,190864944.0
2024-01-01,23,Hot Beverage Machines,1630536576.0,290353184.0
2024-02-01,23,Hot Beverage Machines,1532807680.0,340343136.0
2024-03-01,23,Hot Beverage Machines,1526943232.0,335799072.0
2024-04-01,23,Hot Beverage Machines,1408591744.0,276643200.0
2024-05-01,23,Hot Beverage Machines,1533919360.0,318040544.0
2024-06-01,23,Hot Beverage Machines,1532920832.0,298751296.0
2024-07-01,23,Hot Beverage Machines,1446106240.0,291837728.0
2024-08-01,23,Hot Beverage Machines,1405459200.0,304932736.0
2024-09-01,23,Hot Beverage Machines,1449722240.0,298363008.0
2024-10-01,23,Hot Beverage Machines,1502095104.0,287040096.0
2024-11-01,23,Hot Beverage Machines,1412689024.0,280908416.0
2024-12-01,23,Hot Beverage Machines,1525835520.0,292010080.0
2024-01-01,26,Kitchen Prep Appliances,1631902592.0,226360832.0
2024-02-01,26,Kitchen Prep Appliances,1562017152.0,225826560.0
2024-03-01,26,Kitchen Prep Appliances,1612763136.0,278981952.0
2024-04-01,26,Kitchen Prep Appliances,1820384512.0,213324016.0
2024-05-01,26,Kitchen Prep Appliances,1636147328.0,232291936.0
2024-06-01,26,Kitchen Prep Appliances,1685073280.0,240466448.0
2024-07-01,26,Kitchen Prep Appliances,1553380480.0,230552464.0
2024-08-01,26,Kitchen Prep Appliances,1722086272.0,257743168.0
2024-09-01,26,Kitchen Prep Appliances,1563558656.0,264418800.0
2024-10-01,26,Kitchen Prep Appliances,1662788352.0,232842304.0
2024-11-01,26,Kitchen Prep Appliances,1356152192.0,202984768.0
2024-12-01,26,Kitchen Prep Appliances,1757704320.0,246021200.0
2024-01-01,27,Electric Razors,1000000000.0,271740480.0
2024-02-01,27,Electric Razors,1000000000.0,269012992.0
2024-03-01,27,Electric Razors,1000000000.0,246742848.0
2024-04-01,27,Electric Razors,1000000000.0,275208864.0
2024-05-01,27,Electric Razors,1000000000.0,257735504.0
2024-06-01,27,Electric Razors,1000000000.0,256426496.0
2024-07-01,27,Electric Razors,1000000000.0,251858640.0
2024-08-01,27,Electric Razors,1000000000.0,263420512.0
2024-09-01,27,Electric Razors,1000000000.0,259931600.0
2024-10-01,27,Electric Razors,1000000000.0,253846800.0
2024-11-01,27,Electric Razors,1000000000.0,267659232.0
2024-12-01,27,Electric Razors,1000000000.0,262335616.0
2024-01-01,29,All-in-One Printers & Printers,1000000000.0,219355536.0
2024-02-01,29,All-in-One Printers & Printers,1000000000.0,215701888.0
2024-03-01,29,All-in-One Printers & Printers,1000000000.0,209931520.0
2024-04-01,29,All-in-One Printers & Printers,1000000000.0,215468688.0
2024-05-01,29,All-in-One Printers & Printers,1000000000.0,213062736.0
2024-06-01,29,All-in-One Printers & Printers,1000000000.0,208870224.0
2024-07-01,29,All-in-One Printers & Printers,1000000000.0,208576912.0
2024-08-01,29,All-in-One Printers & Printers,1000000000.0,217726720.0
2024-09-01,29,All-in-One Printers & Printers,1000000000.0,199172000.0
2024-10-01,29,All-in-One Printers & Printers,1000000000.0,210848016.0
2024-11-01,29,All-in-One Printers & Printers,1000000000.0,201349072.0
2024-12-01,29,All-in-One Printers & Printers,1000000000.0,213566608.0
2024-01-01,30,Electric Kettles & Heaters,1000000000.0,132898984.0
2024-02-01,30,Electric Kettles & Heaters,1000000000.0,134705968.0
2024-03-01,30,Electric Kettles & Heaters,1000000000.0,136880112.0
2024-04-01,30,Electric Kettles & Heaters,1000000000.0,138512672.0
2024-05-01,30,Electric Kettles & Heaters,1000000000.0,133763384.0
2024-06-01,30,Electric Kettles & Heaters,1000000000.0,138789424.0
2024-07-01,30,Electric Kettles & Heaters,1000000000.0,141719840.0
2024-08-01,30,Electric Kettles & Heaters,1000000000.0,142158624.0
2024-09-01,30,Electric Kettles & Heaters,1000000000.0,144756048.0
2024-10-01,30,Electric Kettles & Heaters,1000000000.0,138064512.0
2024-11-01,30,Electric Kettles & Heaters,1000000000.0,130585504.0
2024-12-01,30,Electric Kettles & Heaters,1000000000.0,132846144.0
2024-01-01,34,Sandwich Makers & Grills,1000000000.0,144443456.0
2024-02-01,34,Sandwich Makers & Grills,1000000000.0,138969792.0
2024-03-01,34,Sandwich Makers & Grills,1000000000.0,164263360.0
2024-04-01,34,Sandwich Makers & Grills,1000000000.0,151825872.0
2024-05-01,34,Sandwich Makers & Grills,1000000000.0,149886768.0
2024-06-01,34,Sandwich Makers & Grills,1000000000.0,136580400.0
2024-07-01,34,Sandwich Makers & Grills,1000000000.0,140136384.0
2024-08-01,34,Sandwich Makers & Grills,1000000000.0,167025328.0
2024-09-01,34,Sandwich Makers & Grills,1000000000.0,154039408.0
2024-10-01,34,Sandwich Makers & Grills,1000000000.0,161081728.0
2024-11-01,34,Sandwich Makers & Grills,1000000000.0,141196816.0
2024-12-01,34,Sandwich Makers & Grills,1000000000.0,169532112.0
2024-01-01,36,Mice & Keyboards,1534680576.0,447167584.0
2024-02-01,36,Mice & Keyboards,1436080256.0,441334368.0
2024-03-01,36,Mice & Keyboards,1488322816.0,464445504.0
2024-04-01,36,Mice & Keyboards,1463485184.0,432928704.0
2024-05-01,36,Mice & Keyboards,1461006720.0,428270304.0
2024-06-01,36,Mice & Keyboards,1469548416.0,377304608.0
2024-07-01,36,Mice & Keyboards,1467282688.0,412678176.0
2024-08-01,36,Mice & Keyboards,1426454912.0,350750592.0
2024-09-01,36,Mice & Keyboards,1461997696.0,386732160.0
2024-10-01,36,Mice & Keyboards,1507516160.0,411261280.0
2024-11-01,36,Mice & Keyboards,1391599872.0,465251264.0
2024-12-01,36,Mice & Keyboards,1726403968.0,419039968.0
2024-01-01,39,Desktop Computers,1533404928.0,413295264.0
2024-02-01,39,Desktop Computers,1442142208.0,406819104.0
2024-03-01,39,Desktop Computers,1566836736.0,378427136.0
2024-04-01,39,Desktop Computers,1515963904.0,482156096.0
2024-05-01,39,Desktop Computers,1722126592.0,457705664.0
2024-06-01,39,Desktop Computers,1578524032.0,519673984.0
2024-07-01,39,Desktop Computers,1663170688.0,520513664.0
2024-08-01,39,Desktop Computers,1763507584.0,508940928.0
2024-09-01,39,Desktop Computers,1545907968.0,431410144.0
2024-10-01,39,Desktop Computers,1892776960.0,495282176.0
2024-11-01,39,Desktop Computers,1814765312.0,476623712.0
2024-12-01,39,Desktop Computers,1536310656.0,410587808.0
2024-01-01,40,Audio Headsets,2678273536.0,380390688.0
2024-02-01,40,Audio Headsets,2969474048.0,376297696.0
2024-03-01,40,Audio Headsets,4081792256.0,556207680.0
2024-04-01,40,Audio Headsets,4052485888.0,551995264.0
2024-05-01,40,Audio Headsets,3994797824.0,616970944.0
2024-06-01,40,Audio Headsets,3715902976.0,473805280.0
2024-07-01,40,Audio Headsets,4380533760.0,588260288.0
2024-08-01,40,Audio Headsets,3877035776.0,443176448.0
2024-09-01,40,Audio Headsets,3806638080.0,343665600.0
2024-10-01,40,Audio Headsets,3982596096.0,404327296.0
2024-11-01,40,Audio Headsets,3343722240.0,385767968.0
2024-12-01,40,Audio Headsets,4166658560.0,562282752.0
2024-01-01,43,Communication Gadgets,1513527936.0,334643840.0
2024-02-01,43,Communication Gadgets,1739940736.0,352569632.0
2024-03-01,43,Communication Gadgets,1813662336.0,314685376.0
2024-04-01,43,Communication Gadgets,1625536128.0,318829568.0
2024-05-01,43,Communication Gadgets,1684437632.0,247332208.0
2024-06-01,43,Communication Gadgets,1739560320.0,345242400.0
2024-07-01,43,Communication Gadgets,1625507840.0,326348608.0
2024-08-01,43,Communication Gadgets,1662846976.0,338989504.0
2024-09-01,43,Communication Gadgets,1499278208.0,309769344.0
2024-10-01,43,Communication Gadgets,1582318080.0,309769344.0
2024-11-01,43,Communication Gadgets,1478203520.0,349304416.0
2024-12-01,43,Communication Gadgets,1544600192.0,314651520.0
